nohup: ignoring input
Some weights of RobertaModel were not initialized from the model checkpoint at roberta-base and are newly initialized: ['pooler.dense.bias', 'pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
The new embeddings will be initialized from a multivariate normal distribution that has old embeddings' mean and covariance. As described in this article: https://nlp.stanford.edu/~johnhew/vocab-expansion.html. To disable this, use `mean_resizing=False`
/home/ethanbobrik/explainable-misinfo-ai/baseline_model/training/train_twophase.py:540: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler() if use_amp else None
[train] Using device: cuda
[load_dataset] Loading dataset from /home/ethanbobrik/explainable-misinfo-ai/data/processed/final_datasets
[load_dataset] Found parquet files, loading from parquet
[train] Using backbone: roberta-base
[tokenize] Added 4 special tokens to tokenizer.
[lora_utils] Applied PEFT LoRA to encoder.
[train] Detected 12 transformer layers
[Phase 1] Head-only training
  Trainable: 397,063 | Frozen: 124,943,616 | Total: 125,340,679
Phase1 Epoch 1/10:  77%|███████▋  | 959/1239 [05:06<00:45,  6.13it/s, Loss=0.7245, Acc=59.73%]
Phase1 Epoch 1/10:  77%|███████▋  | 960/1239 [05:06<00:46,  5.94it/s, Loss=0.7245, Acc=59.73%]
Phase1 Epoch 1/10:  77%|███████▋  | 960/1239 [05:06<00:46,  5.94it/s, Loss=0.7244, Acc=59.73%]
Phase1 Epoch 1/10:  78%|███████▊  | 961/1239 [05:06<00:44,  6.21it/s, Loss=0.7244, Acc=59.73%]
Phase1 Epoch 1/10:  78%|███████▊  | 961/1239 [05:07<00:44,  6.21it/s, Loss=0.7243, Acc=59.73%]
Phase1 Epoch 1/10:  78%|███████▊  | 962/1239 [05:07<00:43,  6.33it/s, Loss=0.7243, Acc=59.73%]
Phase1 Epoch 1/10:  78%|███████▊  | 962/1239 [05:07<00:43,  6.33it/s, Loss=0.7243, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 963/1239 [05:07<00:44,  6.13it/s, Loss=0.7243, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 963/1239 [05:07<00:44,  6.13it/s, Loss=0.7242, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 964/1239 [05:07<00:46,  5.95it/s, Loss=0.7242, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 964/1239 [05:07<00:46,  5.95it/s, Loss=0.7241, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 965/1239 [05:07<00:45,  6.08it/s, Loss=0.7241, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 965/1239 [05:07<00:45,  6.08it/s, Loss=0.7241, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 966/1239 [05:07<00:43,  6.31it/s, Loss=0.7241, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 966/1239 [05:07<00:43,  6.31it/s, Loss=0.7240, Acc=59.73%]
Phase1 Epoch 1/10:  78%|███████▊  | 967/1239 [05:07<00:44,  6.12it/s, Loss=0.7240, Acc=59.73%]
Phase1 Epoch 1/10:  78%|███████▊  | 967/1239 [05:08<00:44,  6.12it/s, Loss=0.7240, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 968/1239 [05:08<00:45,  5.95it/s, Loss=0.7240, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 968/1239 [05:08<00:45,  5.95it/s, Loss=0.7240, Acc=59.71%]
Phase1 Epoch 1/10:  78%|███████▊  | 969/1239 [05:08<00:44,  6.07it/s, Loss=0.7240, Acc=59.71%]
Phase1 Epoch 1/10:  78%|███████▊  | 969/1239 [05:08<00:44,  6.07it/s, Loss=0.7240, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 970/1239 [05:08<00:42,  6.29it/s, Loss=0.7240, Acc=59.72%]
Phase1 Epoch 1/10:  78%|███████▊  | 970/1239 [05:08<00:42,  6.29it/s, Loss=0.7238, Acc=59.74%]
Phase1 Epoch 1/10:  78%|███████▊  | 971/1239 [05:08<00:43,  6.11it/s, Loss=0.7238, Acc=59.74%]
Phase1 Epoch 1/10:  78%|███████▊  | 971/1239 [05:08<00:43,  6.11it/s, Loss=0.7237, Acc=59.74%]
Phase1 Epoch 1/10:  78%|███████▊  | 972/1239 [05:08<00:44,  5.94it/s, Loss=0.7237, Acc=59.74%]
Phase1 Epoch 1/10:  78%|███████▊  | 972/1239 [05:08<00:44,  5.94it/s, Loss=0.7236, Acc=59.76%]
Phase1 Epoch 1/10:  79%|███████▊  | 973/1239 [05:08<00:43,  6.09it/s, Loss=0.7236, Acc=59.76%]
Phase1 Epoch 1/10:  79%|███████▊  | 973/1239 [05:09<00:43,  6.09it/s, Loss=0.7236, Acc=59.76%]
Phase1 Epoch 1/10:  79%|███████▊  | 974/1239 [05:09<00:42,  6.31it/s, Loss=0.7236, Acc=59.76%]
Phase1 Epoch 1/10:  79%|███████▊  | 974/1239 [05:09<00:42,  6.31it/s, Loss=0.7236, Acc=59.76%]
Phase1 Epoch 1/10:  79%|███████▊  | 975/1239 [05:09<00:43,  6.12it/s, Loss=0.7236, Acc=59.76%]
Phase1 Epoch 1/10:  79%|███████▊  | 975/1239 [05:09<00:43,  6.12it/s, Loss=0.7235, Acc=59.77%]
Phase1 Epoch 1/10:  79%|███████▉  | 976/1239 [05:09<00:44,  5.90it/s, Loss=0.7235, Acc=59.77%]
Phase1 Epoch 1/10:  79%|███████▉  | 976/1239 [05:09<00:44,  5.90it/s, Loss=0.7233, Acc=59.79%]
Phase1 Epoch 1/10:  79%|███████▉  | 977/1239 [05:09<00:43,  6.08it/s, Loss=0.7233, Acc=59.79%]
Phase1 Epoch 1/10:  79%|███████▉  | 977/1239 [05:09<00:43,  6.08it/s, Loss=0.7231, Acc=59.80%]
Phase1 Epoch 1/10:  79%|███████▉  | 978/1239 [05:09<00:41,  6.24it/s, Loss=0.7231, Acc=59.80%]
Phase1 Epoch 1/10:  79%|███████▉  | 978/1239 [05:09<00:41,  6.24it/s, Loss=0.7229, Acc=59.82%]
Phase1 Epoch 1/10:  79%|███████▉  | 979/1239 [05:09<00:42,  6.06it/s, Loss=0.7229, Acc=59.82%]
Phase1 Epoch 1/10:  79%|███████▉  | 979/1239 [05:10<00:42,  6.06it/s, Loss=0.7228, Acc=59.82%]
Phase1 Epoch 1/10:  79%|███████▉  | 980/1239 [05:10<00:43,  5.92it/s, Loss=0.7228, Acc=59.82%]
Phase1 Epoch 1/10:  79%|███████▉  | 980/1239 [05:10<00:43,  5.92it/s, Loss=0.7229, Acc=59.81%]
Phase1 Epoch 1/10:  79%|███████▉  | 981/1239 [05:10<00:42,  6.04it/s, Loss=0.7229, Acc=59.81%]
Phase1 Epoch 1/10:  79%|███████▉  | 981/1239 [05:10<00:42,  6.04it/s, Loss=0.7227, Acc=59.83%]
Phase1 Epoch 1/10:  79%|███████▉  | 982/1239 [05:10<00:41,  6.24it/s, Loss=0.7227, Acc=59.83%]
Phase1 Epoch 1/10:  79%|███████▉  | 982/1239 [05:10<00:41,  6.24it/s, Loss=0.7227, Acc=59.83%]
Phase1 Epoch 1/10:  79%|███████▉  | 983/1239 [05:10<00:42,  6.07it/s, Loss=0.7227, Acc=59.83%]
Phase1 Epoch 1/10:  79%|███████▉  | 983/1239 [05:10<00:42,  6.07it/s, Loss=0.7227, Acc=59.81%]
Phase1 Epoch 1/10:  79%|███████▉  | 984/1239 [05:10<00:43,  5.93it/s, Loss=0.7227, Acc=59.81%]
Phase1 Epoch 1/10:  79%|███████▉  | 984/1239 [05:10<00:43,  5.93it/s, Loss=0.7224, Acc=59.84%]
Phase1 Epoch 1/10:  79%|███████▉  | 985/1239 [05:10<00:42,  6.02it/s, Loss=0.7224, Acc=59.84%]
Phase1 Epoch 1/10:  79%|███████▉  | 985/1239 [05:11<00:42,  6.02it/s, Loss=0.7223, Acc=59.85%]
Phase1 Epoch 1/10:  80%|███████▉  | 986/1239 [05:11<00:40,  6.25it/s, Loss=0.7223, Acc=59.85%]
Phase1 Epoch 1/10:  80%|███████▉  | 986/1239 [05:11<00:40,  6.25it/s, Loss=0.7222, Acc=59.86%]
Phase1 Epoch 1/10:  80%|███████▉  | 987/1239 [05:11<00:41,  6.09it/s, Loss=0.7222, Acc=59.86%]
Phase1 Epoch 1/10:  80%|███████▉  | 987/1239 [05:11<00:41,  6.09it/s, Loss=0.7221, Acc=59.87%]
Phase1 Epoch 1/10:  80%|███████▉  | 988/1239 [05:11<00:42,  5.89it/s, Loss=0.7221, Acc=59.87%]
Phase1 Epoch 1/10:  80%|███████▉  | 988/1239 [05:11<00:42,  5.89it/s, Loss=0.7218, Acc=59.88%]
Phase1 Epoch 1/10:  80%|███████▉  | 989/1239 [05:11<00:41,  6.08it/s, Loss=0.7218, Acc=59.88%]
Phase1 Epoch 1/10:  80%|███████▉  | 989/1239 [05:11<00:41,  6.08it/s, Loss=0.7217, Acc=59.89%]
Phase1 Epoch 1/10:  80%|███████▉  | 990/1239 [05:11<00:39,  6.29it/s, Loss=0.7217, Acc=59.89%]
Phase1 Epoch 1/10:  80%|███████▉  | 990/1239 [05:11<00:39,  6.29it/s, Loss=0.7216, Acc=59.90%]
Phase1 Epoch 1/10:  80%|███████▉  | 991/1239 [05:11<00:40,  6.11it/s, Loss=0.7216, Acc=59.90%]
Phase1 Epoch 1/10:  80%|███████▉  | 991/1239 [05:12<00:40,  6.11it/s, Loss=0.7215, Acc=59.90%]
Phase1 Epoch 1/10:  80%|████████  | 992/1239 [05:12<00:41,  5.94it/s, Loss=0.7215, Acc=59.90%]
Phase1 Epoch 1/10:  80%|████████  | 992/1239 [05:12<00:41,  5.94it/s, Loss=0.7214, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 993/1239 [05:12<00:40,  6.08it/s, Loss=0.7214, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 993/1239 [05:12<00:40,  6.08it/s, Loss=0.7213, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 994/1239 [05:12<00:38,  6.29it/s, Loss=0.7213, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 994/1239 [05:12<00:38,  6.29it/s, Loss=0.7213, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 995/1239 [05:12<00:40,  6.09it/s, Loss=0.7213, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 995/1239 [05:12<00:40,  6.09it/s, Loss=0.7212, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 996/1239 [05:12<00:41,  5.92it/s, Loss=0.7212, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 996/1239 [05:12<00:41,  5.92it/s, Loss=0.7210, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 997/1239 [05:12<00:40,  6.05it/s, Loss=0.7210, Acc=59.91%]
Phase1 Epoch 1/10:  80%|████████  | 997/1239 [05:13<00:40,  6.05it/s, Loss=0.7210, Acc=59.92%]
Phase1 Epoch 1/10:  81%|████████  | 998/1239 [05:13<00:38,  6.28it/s, Loss=0.7210, Acc=59.92%]
Phase1 Epoch 1/10:  81%|████████  | 998/1239 [05:13<00:38,  6.28it/s, Loss=0.7208, Acc=59.93%]
Phase1 Epoch 1/10:  81%|████████  | 999/1239 [05:13<00:39,  6.11it/s, Loss=0.7208, Acc=59.93%]
  [Phase1] Step 500: val_macro_f1=0.4189
[train] Saved checkpoint to /home/ethanbobrik/explainable-misinfo-ai/baseline_model/baseline_outputs/twophase_roberta_v2/checkpoints/best.ckpt


Evaluating:   0%|          | 0/354 [00:00<?, ?it/s][A

Evaluating:   0%|          | 1/354 [00:00<03:19,  1.77it/s][A

Evaluating:   1%|          | 2/354 [00:00<02:46,  2.12it/s][A

Evaluating:   1%|          | 3/354 [00:01<02:39,  2.20it/s][A

Evaluating:   1%|          | 4/354 [00:01<02:31,  2.30it/s][A

Evaluating:   1%|▏         | 5/354 [00:02<02:32,  2.29it/s][A

Evaluating:   2%|▏         | 6/354 [00:02<02:27,  2.36it/s][A

Evaluating:   2%|▏         | 7/354 [00:03<02:27,  2.36it/s][A

Evaluating:   2%|▏         | 8/354 [00:03<02:28,  2.34it/s][A

Evaluating:   3%|▎         | 9/354 [00:03<02:25,  2.37it/s][A

Evaluating:   3%|▎         | 10/354 [00:04<02:25,  2.36it/s][A

Evaluating:   3%|▎         | 11/354 [00:04<02:23,  2.39it/s][A

Evaluating:   3%|▎         | 12/354 [00:05<02:25,  2.34it/s][A

Evaluating:   4%|▎         | 13/354 [00:05<02:23,  2.38it/s][A

Evaluating:   4%|▍         | 14/354 [00:05<02:20,  2.43it/s][A

Evaluating:   4%|▍         | 15/354 [00:06<02:21,  2.40it/s][A

Evaluating:   5%|▍         | 16/354 [00:06<02:18,  2.43it/s][A

Evaluating:   5%|▍         | 17/354 [00:07<02:22,  2.37it/s][A

Evaluating:   5%|▌         | 18/354 [00:07<02:20,  2.39it/s][A

Evaluating:   5%|▌         | 19/354 [00:08<02:21,  2.36it/s][A

Evaluating:   6%|▌         | 20/354 [00:08<02:20,  2.38it/s][A

Evaluating:   6%|▌         | 21/354 [00:08<02:20,  2.38it/s][A

Evaluating:   6%|▌         | 22/354 [00:09<02:17,  2.41it/s][A

Evaluating:   6%|▋         | 23/354 [00:09<02:18,  2.39it/s][A

Evaluating:   7%|▋         | 24/354 [00:10<02:15,  2.43it/s][A

Evaluating:   7%|▋         | 25/354 [00:10<02:13,  2.46it/s][A

Evaluating:   7%|▋         | 26/354 [00:11<02:16,  2.40it/s][A

Evaluating:   8%|▊         | 27/354 [00:11<02:15,  2.41it/s][A

Evaluating:   8%|▊         | 28/354 [00:11<02:17,  2.37it/s][A

Evaluating:   8%|▊         | 29/354 [00:12<02:15,  2.39it/s][A

Evaluating:   8%|▊         | 30/354 [00:12<02:16,  2.37it/s][A

Evaluating:   9%|▉         | 31/354 [00:13<02:15,  2.38it/s][A

Evaluating:   9%|▉         | 32/354 [00:13<02:16,  2.36it/s][A

Evaluating:   9%|▉         | 33/354 [00:13<02:14,  2.38it/s][A

Evaluating:  10%|▉         | 34/354 [00:14<02:14,  2.38it/s][A

Evaluating:  10%|▉         | 35/354 [00:14<02:16,  2.34it/s][A

Evaluating:  10%|█         | 36/354 [00:15<02:14,  2.37it/s][A

Evaluating:  10%|█         | 37/354 [00:15<02:14,  2.36it/s][A

Evaluating:  11%|█         | 38/354 [00:16<02:12,  2.39it/s][A

Evaluating:  11%|█         | 39/354 [00:16<02:12,  2.39it/s][A

Evaluating:  11%|█▏        | 40/354 [00:16<02:10,  2.41it/s][A

Evaluating:  12%|█▏        | 41/354 [00:17<02:08,  2.43it/s][A

Evaluating:  12%|█▏        | 42/354 [00:17<02:09,  2.40it/s][A

Evaluating:  12%|█▏        | 43/354 [00:18<02:07,  2.43it/s][A

Evaluating:  12%|█▏        | 44/354 [00:18<02:10,  2.38it/s][A

Evaluating:  13%|█▎        | 45/354 [00:18<02:08,  2.40it/s][A

Evaluating:  13%|█▎        | 46/354 [00:19<02:09,  2.37it/s][A

Evaluating:  13%|█▎        | 47/354 [00:19<02:08,  2.39it/s][A

Evaluating:  14%|█▎        | 48/354 [00:20<02:10,  2.35it/s][A

Evaluating:  14%|█▍        | 49/354 [00:20<02:07,  2.39it/s][A

Evaluating:  14%|█▍        | 50/354 [00:21<02:06,  2.40it/s][A

Evaluating:  14%|█▍        | 51/354 [00:21<02:07,  2.37it/s][A

Evaluating:  15%|█▍        | 52/354 [00:21<02:06,  2.39it/s][A

Evaluating:  15%|█▍        | 53/354 [00:22<02:06,  2.37it/s][A

Evaluating:  15%|█▌        | 54/354 [00:22<02:05,  2.38it/s][A

Evaluating:  16%|█▌        | 55/354 [00:23<02:05,  2.39it/s][A

Evaluating:  16%|█▌        | 56/354 [00:23<02:04,  2.40it/s][A

Evaluating:  16%|█▌        | 57/354 [00:24<02:04,  2.39it/s][A

Evaluating:  16%|█▋        | 58/354 [00:24<02:01,  2.43it/s][A

Evaluating:  17%|█▋        | 59/354 [00:24<01:59,  2.48it/s][A

Evaluating:  17%|█▋        | 60/354 [00:25<02:01,  2.42it/s][A

Evaluating:  17%|█▋        | 61/354 [00:25<01:59,  2.44it/s][A

Evaluating:  18%|█▊        | 62/354 [00:26<02:01,  2.40it/s][A

Evaluating:  18%|█▊        | 63/354 [00:26<02:00,  2.41it/s][A

Evaluating:  18%|█▊        | 64/354 [00:26<02:01,  2.38it/s][A

Evaluating:  18%|█▊        | 65/354 [00:27<02:00,  2.40it/s][A

Evaluating:  19%|█▊        | 66/354 [00:27<02:01,  2.38it/s][A

Evaluating:  19%|█▉        | 67/354 [00:28<01:59,  2.41it/s][A

Evaluating:  19%|█▉        | 68/354 [00:28<01:56,  2.45it/s][A

Evaluating:  19%|█▉        | 69/354 [00:28<01:58,  2.41it/s][A

Evaluating:  20%|█▉        | 70/354 [00:29<01:56,  2.44it/s][A

Evaluating:  20%|██        | 71/354 [00:29<01:58,  2.39it/s][A

Evaluating:  20%|██        | 72/354 [00:30<01:57,  2.40it/s][A

Evaluating:  21%|██        | 73/354 [00:30<01:58,  2.37it/s][A

Evaluating:  21%|██        | 74/354 [00:31<01:56,  2.40it/s][A

Evaluating:  21%|██        | 75/354 [00:31<01:56,  2.39it/s][A

Evaluating:  21%|██▏       | 76/354 [00:31<01:55,  2.41it/s][A

Evaluating:  22%|██▏       | 77/354 [00:32<01:53,  2.44it/s][A

Evaluating:  22%|██▏       | 78/354 [00:32<01:54,  2.40it/s][A

Evaluating:  22%|██▏       | 79/354 [00:33<01:53,  2.42it/s][A

Evaluating:  23%|██▎       | 80/354 [00:33<01:55,  2.37it/s][A

Evaluating:  23%|██▎       | 81/354 [00:33<01:54,  2.39it/s][A

Evaluating:  23%|██▎       | 82/354 [00:34<01:55,  2.36it/s][A

Evaluating:  23%|██▎       | 83/354 [00:34<01:53,  2.38it/s][A

Evaluating:  24%|██▎       | 84/354 [00:35<01:53,  2.37it/s][A

Evaluating:  24%|██▍       | 85/354 [00:35<01:51,  2.41it/s][A

Evaluating:  24%|██▍       | 86/354 [00:36<01:48,  2.47it/s][A

Evaluating:  25%|██▍       | 87/354 [00:36<01:49,  2.43it/s][A

Evaluating:  25%|██▍       | 88/354 [00:36<01:48,  2.46it/s][A

Evaluating:  25%|██▌       | 89/354 [00:37<01:49,  2.41it/s][A

Evaluating:  25%|██▌       | 90/354 [00:37<01:49,  2.41it/s][A

Evaluating:  26%|██▌       | 91/354 [00:38<01:50,  2.38it/s][A

Evaluating:  26%|██▌       | 92/354 [00:38<01:49,  2.39it/s][A

Evaluating:  26%|██▋       | 93/354 [00:38<01:49,  2.37it/s][A

Evaluating:  27%|██▋       | 94/354 [00:39<01:47,  2.42it/s][A

Evaluating:  27%|██▋       | 95/354 [00:39<01:45,  2.46it/s][A

Evaluating:  27%|██▋       | 96/354 [00:40<01:47,  2.41it/s][A

Evaluating:  27%|██▋       | 97/354 [00:40<01:46,  2.42it/s][A

Evaluating:  28%|██▊       | 98/354 [00:41<01:47,  2.38it/s][A

Evaluating:  28%|██▊       | 99/354 [00:41<01:46,  2.39it/s][A

Evaluating:  28%|██▊       | 100/354 [00:41<01:46,  2.38it/s][A

Evaluating:  29%|██▊       | 101/354 [00:42<01:45,  2.40it/s][A

Evaluating:  29%|██▉       | 102/354 [00:42<01:45,  2.38it/s][A

Evaluating:  29%|██▉       | 103/354 [00:43<01:44,  2.40it/s][A

Evaluating:  29%|██▉       | 104/354 [00:43<01:42,  2.43it/s][A

Evaluating:  30%|██▉       | 105/354 [00:43<01:44,  2.37it/s][A

Evaluating:  30%|██▉       | 106/354 [00:44<01:44,  2.37it/s][A

Evaluating:  30%|███       | 107/354 [00:44<01:44,  2.37it/s][A

Evaluating:  31%|███       | 108/354 [00:45<01:43,  2.39it/s][A

Evaluating:  31%|███       | 109/354 [00:45<01:42,  2.38it/s][A

Evaluating:  31%|███       | 110/354 [00:46<01:41,  2.41it/s][A

Evaluating:  31%|███▏      | 111/354 [00:46<01:38,  2.47it/s][A

Evaluating:  32%|███▏      | 112/354 [00:46<01:40,  2.41it/s][A

Evaluating:  32%|███▏      | 113/354 [00:47<01:39,  2.43it/s][A

Evaluating:  32%|███▏      | 114/354 [00:47<01:40,  2.39it/s][A

Evaluating:  32%|███▏      | 115/354 [00:48<01:39,  2.39it/s][A

Evaluating:  33%|███▎      | 116/354 [00:48<01:40,  2.38it/s][A

Evaluating:  33%|███▎      | 117/354 [00:48<01:39,  2.39it/s][A

Evaluating:  33%|███▎      | 118/354 [00:49<01:39,  2.36it/s][A

Evaluating:  34%|███▎      | 119/354 [00:49<01:38,  2.40it/s][A

Evaluating:  34%|███▍      | 120/354 [00:50<01:35,  2.45it/s][A

Evaluating:  34%|███▍      | 121/354 [00:50<01:36,  2.41it/s][A

Evaluating:  34%|███▍      | 122/354 [00:51<01:35,  2.44it/s][A

Evaluating:  35%|███▍      | 123/354 [00:51<01:36,  2.39it/s][A

Evaluating:  35%|███▌      | 124/354 [00:51<01:36,  2.38it/s][A

Evaluating:  35%|███▌      | 125/354 [00:52<01:36,  2.37it/s][A

Evaluating:  36%|███▌      | 126/354 [00:52<01:35,  2.39it/s][A

Evaluating:  36%|███▌      | 127/354 [00:53<01:34,  2.41it/s][A

Evaluating:  36%|███▌      | 128/354 [00:53<01:34,  2.40it/s][A

Evaluating:  36%|███▋      | 129/354 [00:53<01:32,  2.44it/s][A

Evaluating:  37%|███▋      | 130/354 [00:54<01:34,  2.38it/s][A

Evaluating:  37%|███▋      | 131/354 [00:54<01:32,  2.41it/s][A

Evaluating:  37%|███▋      | 132/354 [00:55<01:33,  2.39it/s][A

Evaluating:  38%|███▊      | 133/354 [00:55<01:32,  2.39it/s][A

Evaluating:  38%|███▊      | 134/354 [00:56<01:31,  2.40it/s][A

Evaluating:  38%|███▊      | 135/354 [00:56<01:30,  2.42it/s][A

Evaluating:  38%|███▊      | 136/354 [00:56<01:30,  2.41it/s][A

Evaluating:  39%|███▊      | 137/354 [00:57<01:28,  2.44it/s][A

Evaluating:  39%|███▉      | 138/354 [00:57<01:26,  2.49it/s][A

Evaluating:  39%|███▉      | 139/354 [00:58<01:28,  2.44it/s][A

Evaluating:  40%|███▉      | 140/354 [00:58<01:26,  2.46it/s][A

Evaluating:  40%|███▉      | 141/354 [00:58<01:28,  2.41it/s][A

Evaluating:  40%|████      | 142/354 [00:59<01:27,  2.42it/s][A

Evaluating:  40%|████      | 143/354 [00:59<01:28,  2.38it/s][A

Evaluating:  41%|████      | 144/354 [01:00<01:27,  2.39it/s][A

Evaluating:  41%|████      | 145/354 [01:00<01:27,  2.38it/s][A

Evaluating:  41%|████      | 146/354 [01:00<01:26,  2.42it/s][A

Evaluating:  42%|████▏     | 147/354 [01:01<01:24,  2.46it/s][A

Evaluating:  42%|████▏     | 148/354 [01:01<01:25,  2.40it/s][A

Evaluating:  42%|████▏     | 149/354 [01:02<01:24,  2.42it/s][A

Evaluating:  42%|████▏     | 150/354 [01:02<01:25,  2.39it/s][A

Evaluating:  43%|████▎     | 151/354 [01:03<01:25,  2.38it/s][A

Evaluating:  43%|████▎     | 152/354 [01:03<01:25,  2.37it/s][A

Evaluating:  43%|████▎     | 153/354 [01:03<01:23,  2.40it/s][A

Evaluating:  44%|████▎     | 154/354 [01:04<01:24,  2.37it/s][A

Evaluating:  44%|████▍     | 155/354 [01:04<01:22,  2.41it/s][A

Evaluating:  44%|████▍     | 156/354 [01:05<01:21,  2.44it/s][A

Evaluating:  44%|████▍     | 157/354 [01:05<01:22,  2.39it/s][A

Evaluating:  45%|████▍     | 158/354 [01:05<01:21,  2.42it/s][A

Evaluating:  45%|████▍     | 159/354 [01:06<01:21,  2.38it/s][A

Evaluating:  45%|████▌     | 160/354 [01:06<01:21,  2.39it/s][A

Evaluating:  45%|████▌     | 161/354 [01:07<01:21,  2.37it/s][A

Evaluating:  46%|████▌     | 162/354 [01:07<01:20,  2.39it/s][A

Evaluating:  46%|████▌     | 163/354 [01:08<01:20,  2.37it/s][A

Evaluating:  46%|████▋     | 164/354 [01:08<01:18,  2.41it/s][A

Evaluating:  47%|████▋     | 165/354 [01:08<01:17,  2.44it/s][A

Evaluating:  47%|████▋     | 166/354 [01:09<01:17,  2.42it/s][A

Evaluating:  47%|████▋     | 167/354 [01:09<01:15,  2.46it/s][A

Evaluating:  47%|████▋     | 168/354 [01:10<01:17,  2.40it/s][A

Evaluating:  48%|████▊     | 169/354 [01:10<01:16,  2.41it/s][A

Evaluating:  48%|████▊     | 170/354 [01:10<01:16,  2.39it/s][A

Evaluating:  48%|████▊     | 171/354 [01:11<01:16,  2.40it/s][A

Evaluating:  49%|████▊     | 172/354 [01:11<01:15,  2.40it/s][A

Evaluating:  49%|████▉     | 173/354 [01:12<01:14,  2.43it/s][A

Evaluating:  49%|████▉     | 174/354 [01:12<01:14,  2.40it/s][A

Evaluating:  49%|████▉     | 175/354 [01:13<01:13,  2.43it/s][A

Evaluating:  50%|████▉     | 176/354 [01:13<01:11,  2.48it/s][A

Evaluating:  50%|█████     | 177/354 [01:13<01:13,  2.42it/s][A

Evaluating:  50%|█████     | 178/354 [01:14<01:11,  2.46it/s][A

Evaluating:  51%|█████     | 179/354 [01:14<01:13,  2.39it/s][A

Evaluating:  51%|█████     | 180/354 [01:15<01:12,  2.40it/s][A

Evaluating:  51%|█████     | 181/354 [01:15<01:13,  2.36it/s][A

Evaluating:  51%|█████▏    | 182/354 [01:15<01:12,  2.39it/s][A

Evaluating:  52%|█████▏    | 183/354 [01:16<01:11,  2.39it/s][A

Evaluating:  52%|█████▏    | 184/354 [01:16<01:10,  2.43it/s][A

Evaluating:  52%|█████▏    | 185/354 [01:17<01:08,  2.46it/s][A

Evaluating:  53%|█████▎    | 186/354 [01:17<01:09,  2.42it/s][A

Evaluating:  53%|█████▎    | 187/354 [01:17<01:08,  2.45it/s][A

